crimeID,longitude,latitude
f819dabb36b5c1b081c8caa6a02764f7c122f7d8774df1ebb0a095fe454576,-0.016542,51.515192
17414fdd8674a923a84a0599abf0fd499400c2ef27edfaf09461100a46c1f3d,-0.236815,51.406763
29cbacca19524237dbed8356908299b01eac8c508a44edd98a620f8955c0428,-0.184411,51.495871
2b32fcf8cd90525d83e85891ad9cc6802c7feafd58769f8fb96ebd2221d6a9c,-0.268832,51.464685
35dca07b57190e038e7207d86dcf87503b62828b4363fea7cc88b23b11f0030,-0.098618,51.415897
